,prompt,text,response,model,temperature,seed,true_value
11,"/no_think Tọ́kasí bóyá gbolohun ọrọ tó wà láàárín aami [PET_BOUNDARY] nínú ọ̀rọ̀ yii ni a lo ní ìlò àdàpe (euphemistic) tàbí kò rí bẹ́ẹ̀? Má ṣe fi ìdásílẹ̀ tàbí ìparí sínú ìdáhùn rẹ. Kàn dáhùn pẹ̀lú nọ́mbà 1 bí ó bá jẹ́ àdàpe, tàbí 0 bí kò bá rí bẹ́ẹ̀. Èyí ni ọrọ náà: 'Baba gbaju-gbaja osere 'binrin Mercy Aigbe [PET_BOUNDARY]se[PET_BOUNDARY] alaisi [PET_BOUNDARY] [PET_BOUNDARY] i ni ale ana.'",Baba gbaju-gbaja osere 'binrin Mercy Aigbe [PET_BOUNDARY]se[PET_BOUNDARY] alaisi [PET_BOUNDARY] [PET_BOUNDARY] i ni ale ana.,"<think>

</think>

1",Qwen3-4B,1,4,1
12,"/no_think Tọ́kasí bóyá gbolohun ọrọ tó wà láàárín aami [PET_BOUNDARY] nínú ọ̀rọ̀ yii ni a lo ní ìlò àdàpe (euphemistic) tàbí kò rí bẹ́ẹ̀? Má ṣe fi ìdásílẹ̀ tàbí ìparí sínú ìdáhùn rẹ. Kàn dáhùn pẹ̀lú nọ́mbà 1 bí ó bá jẹ́ àdàpe, tàbí 0 bí kò bá rí bẹ́ẹ̀. Èyí ni ọrọ náà: 'Bose ya iwe mi [PET_BOUNDARY]lò[PET_BOUNDARY] ni o'",Bose ya iwe mi [PET_BOUNDARY]lò[PET_BOUNDARY] ni o,"<think>

</think>

1",Qwen3-4B,1,4,0
13,"/no_think Tọ́kasí bóyá gbolohun ọrọ tó wà láàárín aami [PET_BOUNDARY] nínú ọ̀rọ̀ yii ni a lo ní ìlò àdàpe (euphemistic) tàbí kò rí bẹ́ẹ̀? Má ṣe fi ìdásílẹ̀ tàbí ìparí sínú ìdáhùn rẹ. Kàn dáhùn pẹ̀lú nọ́mbà 1 bí ó bá jẹ́ àdàpe, tàbí 0 bí kò bá rí bẹ́ẹ̀. Èyí ni ọrọ náà: 'Ni nnkan bii aago mejila ku iṣẹju diẹ ni oludije funpo aarẹ lorukọ ẹgbẹ PDP, Alaaji Atiku Abubakar, ati igbakeji rẹ, Ifeanyi Okowa, awọn igbimọ amuṣẹṣe ẹgbẹ naa atawọn lookọlookọ ẹgbẹ ọhun mi-in balẹ sile ijọba ipinlẹ Ọyọ to wa ni Agodi, niluu Ibadan, nibi ti Gomina Ṣeyi Makinde ti gba [PET_BOUNDARY]Alejo[PET_BOUNDARY] lalejo.'","Ni nnkan bii aago mejila ku iṣẹju diẹ ni oludije funpo aarẹ lorukọ ẹgbẹ PDP, Alaaji Atiku Abubakar, ati igbakeji rẹ, Ifeanyi Okowa, awọn igbimọ amuṣẹṣe ẹgbẹ naa atawọn lookọlookọ ẹgbẹ ọhun mi-in balẹ sile ijọba ipinlẹ Ọyọ to wa ni Agodi, niluu Ibadan, nibi ti Gomina Ṣeyi Makinde ti gba [PET_BOUNDARY]Alejo[PET_BOUNDARY] lalejo.","<think>

</think>

1",Qwen3-4B,1,4,0
14,"/no_think Tọ́kasí bóyá gbolohun ọrọ tó wà láàárín aami [PET_BOUNDARY] nínú ọ̀rọ̀ yii ni a lo ní ìlò àdàpe (euphemistic) tàbí kò rí bẹ́ẹ̀? Má ṣe fi ìdásílẹ̀ tàbí ìparí sínú ìdáhùn rẹ. Kàn dáhùn pẹ̀lú nọ́mbà 1 bí ó bá jẹ́ àdàpe, tàbí 0 bí kò bá rí bẹ́ẹ̀. Èyí ni ọrọ náà: 'E jowo, se a le jo ma [PET_BOUNDARY]Run[PET_BOUNDARY] n ara wa ninu Ile yi?'","E jowo, se a le jo ma [PET_BOUNDARY]Run[PET_BOUNDARY] n ara wa ninu Ile yi?","<think>

</think>

1",Qwen3-4B,1,4,1
15,"/no_think Tọ́kasí bóyá gbolohun ọrọ tó wà láàárín aami [PET_BOUNDARY] nínú ọ̀rọ̀ yii ni a lo ní ìlò àdàpe (euphemistic) tàbí kò rí bẹ́ẹ̀? Má ṣe fi ìdásílẹ̀ tàbí ìparí sínú ìdáhùn rẹ. Kàn dáhùn pẹ̀lú nọ́mbà 1 bí ó bá jẹ́ àdàpe, tàbí 0 bí kò bá rí bẹ́ẹ̀. Èyí ni ọrọ náà: 'o da bi o ti [PET_BOUNDARY]gbayan[PET_BOUNDARY] mi'",o da bi o ti [PET_BOUNDARY]gbayan[PET_BOUNDARY] mi,"<think>

</think>

1",Qwen3-4B,1,4,1
16,"/no_think Tọ́kasí bóyá gbolohun ọrọ tó wà láàárín aami [PET_BOUNDARY] nínú ọ̀rọ̀ yii ni a lo ní ìlò àdàpe (euphemistic) tàbí kò rí bẹ́ẹ̀? Má ṣe fi ìdásílẹ̀ tàbí ìparí sínú ìdáhùn rẹ. Kàn dáhùn pẹ̀lú nọ́mbà 1 bí ó bá jẹ́ àdàpe, tàbí 0 bí kò bá rí bẹ́ẹ̀. Èyí ni ọrọ náà: 'Iwadii tí fidi rẹ mulẹ pe Ile [PET_BOUNDARY]itura[PET_BOUNDARY] Premier Hotel niluu ibadan tí kogba wọle.'",Iwadii tí fidi rẹ mulẹ pe Ile [PET_BOUNDARY]itura[PET_BOUNDARY] Premier Hotel niluu ibadan tí kogba wọle.,"<think>

</think>

1",Qwen3-4B,1,4,0
17,"/no_think Tọ́kasí bóyá gbolohun ọrọ tó wà láàárín aami [PET_BOUNDARY] nínú ọ̀rọ̀ yii ni a lo ní ìlò àdàpe (euphemistic) tàbí kò rí bẹ́ẹ̀? Má ṣe fi ìdásílẹ̀ tàbí ìparí sínú ìdáhùn rẹ. Kàn dáhùn pẹ̀lú nọ́mbà 1 bí ó bá jẹ́ àdàpe, tàbí 0 bí kò bá rí bẹ́ẹ̀. Èyí ni ọrọ náà: 'Oluwa kọja, ìji nla ati lile si fà awọn oke nla ya, o si fọ́ awọn apata tũtu niwaju Oluwa; ṣugbọn Oluwa kò si ninu iji na: ati lẹhin iji na, isẹlẹ; ṣugbọn Oluwa kò si ninu isẹlẹ na. 12 Ati lẹhin isẹlẹ na, iná; ṣugbọn Oluwa kò si ninu iná na, ati lẹhin iná na, ohùn kẹ́lẹ kekere. 13 O si ṣe, nigbati Elijah gbọ́, o si fi agbáda rẹ̀ bo oju rẹ̀, o [PET_BOUNDARY]iho[PET_BOUNDARY] jade lọ, o duro li ẹnu iho okuta na.'","Oluwa kọja, ìji nla ati lile si fà awọn oke nla ya, o si fọ́ awọn apata tũtu niwaju Oluwa; ṣugbọn Oluwa kò si ninu iji na: ati lẹhin iji na, isẹlẹ; ṣugbọn Oluwa kò si ninu isẹlẹ na. 12 Ati lẹhin isẹlẹ na, iná; ṣugbọn Oluwa kò si ninu iná na, ati lẹhin iná na, ohùn kẹ́lẹ kekere. 13 O si ṣe, nigbati Elijah gbọ́, o si fi agbáda rẹ̀ bo oju rẹ̀, o [PET_BOUNDARY]iho[PET_BOUNDARY] jade lọ, o duro li ẹnu iho okuta na.","<think>

</think>

1",Qwen3-4B,1,4,0
18,"/no_think Tọ́kasí bóyá gbolohun ọrọ tó wà láàárín aami [PET_BOUNDARY] nínú ọ̀rọ̀ yii ni a lo ní ìlò àdàpe (euphemistic) tàbí kò rí bẹ́ẹ̀? Má ṣe fi ìdásílẹ̀ tàbí ìparí sínú ìdáhùn rẹ. Kàn dáhùn pẹ̀lú nọ́mbà 1 bí ó bá jẹ́ àdàpe, tàbí 0 bí kò bá rí bẹ́ẹ̀. Èyí ni ọrọ náà: 'Baba ibeji tẹsiwaju pe nigba ti [PET_BOUNDARY]iyá ìbèjì[PET_BOUNDARY] pada sile, o n bẹbẹ ni titi ti oun fi sọ fun mama oun pe ki wọn ko ọmọ fun.'","Baba ibeji tẹsiwaju pe nigba ti [PET_BOUNDARY]iyá ìbèjì[PET_BOUNDARY] pada sile, o n bẹbẹ ni titi ti oun fi sọ fun mama oun pe ki wọn ko ọmọ fun.","<think>

</think>

1",Qwen3-4B,1,4,0
19,"/no_think Tọ́kasí bóyá gbolohun ọrọ tó wà láàárín aami [PET_BOUNDARY] nínú ọ̀rọ̀ yii ni a lo ní ìlò àdàpe (euphemistic) tàbí kò rí bẹ́ẹ̀? Má ṣe fi ìdásílẹ̀ tàbí ìparí sínú ìdáhùn rẹ. Kàn dáhùn pẹ̀lú nọ́mbà 1 bí ó bá jẹ́ àdàpe, tàbí 0 bí kò bá rí bẹ́ẹ̀. Èyí ni ọrọ náà: 'Ileeṣẹ [PET_BOUNDARY]epo[PET_BOUNDARY] rọbi lorilẹede Naijiria, NNPCL ti kede pe epo rọbi wiwa yoo bẹrẹ ni ipinlẹ Nasarawa loṣu kẹta ọdun 2023.'","Ileeṣẹ [PET_BOUNDARY]epo[PET_BOUNDARY] rọbi lorilẹede Naijiria, NNPCL ti kede pe epo rọbi wiwa yoo bẹrẹ ni ipinlẹ Nasarawa loṣu kẹta ọdun 2023.","<think>

</think>

1",Qwen3-4B,1,4,0
20,"/no_think Tọ́kasí bóyá gbolohun ọrọ tó wà láàárín aami [PET_BOUNDARY] nínú ọ̀rọ̀ yii ni a lo ní ìlò àdàpe (euphemistic) tàbí kò rí bẹ́ẹ̀? Má ṣe fi ìdásílẹ̀ tàbí ìparí sínú ìdáhùn rẹ. Kàn dáhùn pẹ̀lú nọ́mbà 1 bí ó bá jẹ́ àdàpe, tàbí 0 bí kò bá rí bẹ́ẹ̀. Èyí ni ọrọ náà: 'Ara Bisi ti n s [PET_BOUNDARY]epo[PET_BOUNDARY]'",Ara Bisi ti n s [PET_BOUNDARY]epo[PET_BOUNDARY],"<think>

</think>

1",Qwen3-4B,1,4,1
21,"/no_think Tọ́kasí bóyá gbolohun ọrọ tó wà láàárín aami [PET_BOUNDARY] nínú ọ̀rọ̀ yii ni a lo ní ìlò àdàpe (euphemistic) tàbí kò rí bẹ́ẹ̀? Má ṣe fi ìdásílẹ̀ tàbí ìparí sínú ìdáhùn rẹ. Kàn dáhùn pẹ̀lú nọ́mbà 1 bí ó bá jẹ́ àdàpe, tàbí 0 bí kò bá rí bẹ́ẹ̀. Èyí ni ọrọ náà: 'Wa fi enu e [PET_BOUNDARY]La[PET_BOUNDARY] mi'",Wa fi enu e [PET_BOUNDARY]La[PET_BOUNDARY] mi,"<think>

</think>

1",Qwen3-4B,1,4,1
22,"/no_think Tọ́kasí bóyá gbolohun ọrọ tó wà láàárín aami [PET_BOUNDARY] nínú ọ̀rọ̀ yii ni a lo ní ìlò àdàpe (euphemistic) tàbí kò rí bẹ́ẹ̀? Má ṣe fi ìdásílẹ̀ tàbí ìparí sínú ìdáhùn rẹ. Kàn dáhùn pẹ̀lú nọ́mbà 1 bí ó bá jẹ́ àdàpe, tàbí 0 bí kò bá rí bẹ́ẹ̀. Èyí ni ọrọ náà: 'Maha ti a fi orukọ bo ni aṣiri ti le ni ogun ọdun, o si jẹ akẹkọọjade ni fasiti kan, bi o tilẹ jẹ pe ni ọpọ orilẹede lagbaye lonii, ofin ko fi aaye g [PET_BOUNDARY]Abe[PET_BOUNDARY] abẹ dida fun awọn ọmọbinrin.'","Maha ti a fi orukọ bo ni aṣiri ti le ni ogun ọdun, o si jẹ akẹkọọjade ni fasiti kan, bi o tilẹ jẹ pe ni ọpọ orilẹede lagbaye lonii, ofin ko fi aaye g [PET_BOUNDARY]Abe[PET_BOUNDARY] abẹ dida fun awọn ọmọbinrin.","<think>

</think>

1",Qwen3-4B,1,4,1
23,"/no_think Tọ́kasí bóyá gbolohun ọrọ tó wà láàárín aami [PET_BOUNDARY] nínú ọ̀rọ̀ yii ni a lo ní ìlò àdàpe (euphemistic) tàbí kò rí bẹ́ẹ̀? Má ṣe fi ìdásílẹ̀ tàbí ìparí sínú ìdáhùn rẹ. Kàn dáhùn pẹ̀lú nọ́mbà 1 bí ó bá jẹ́ àdàpe, tàbí 0 bí kò bá rí bẹ́ẹ̀. Èyí ni ọrọ náà: 'Ekale lagboleyio emi ala [PET_BOUNDARY]do[PET_BOUNDARY] dun deoo sekiwole ooo'",Ekale lagboleyio emi ala [PET_BOUNDARY]do[PET_BOUNDARY] dun deoo sekiwole ooo,"<think>

</think>

1",Qwen3-4B,1,4,1
24,"/no_think Tọ́kasí bóyá gbolohun ọrọ tó wà láàárín aami [PET_BOUNDARY] nínú ọ̀rọ̀ yii ni a lo ní ìlò àdàpe (euphemistic) tàbí kò rí bẹ́ẹ̀? Má ṣe fi ìdásílẹ̀ tàbí ìparí sínú ìdáhùn rẹ. Kàn dáhùn pẹ̀lú nọ́mbà 1 bí ó bá jẹ́ àdàpe, tàbí 0 bí kò bá rí bẹ́ẹ̀. Èyí ni ọrọ náà: '[PET_BOUNDARY]arákùnrin[PET_BOUNDARY] kan to n ta ọkada lo wọ Aliu lọ si kootu ibilẹ kan niluu Ilọrin, nipinlẹ Kwara. Ẹṣun ti wọn fi kan an ni pe Aliyu atawọn eeyan rẹ waa ra ọkada lọwọ rẹ, ni awọn yooku ba gun ọkada naa lọ, wọn lawọn fẹẹ tẹẹsi rẹ lọ wo, wọn ni ki Aliyu duro de awọn. Titi di bi a ṣe n ko iroyin yii, awọn eeyan yii ko pada wa mọ pẹlu ọkada ti wọn gbe lọ. Ẹni to n ta ọkada ni Aliyu gbọdọ san owo ọkada naa tori pe wọn jọ waa ra a ni.'","[PET_BOUNDARY]arákùnrin[PET_BOUNDARY] kan to n ta ọkada lo wọ Aliu lọ si kootu ibilẹ kan niluu Ilọrin, nipinlẹ Kwara. Ẹṣun ti wọn fi kan an ni pe Aliyu atawọn eeyan rẹ waa ra ọkada lọwọ rẹ, ni awọn yooku ba gun ọkada naa lọ, wọn lawọn fẹẹ tẹẹsi rẹ lọ wo, wọn ni ki Aliyu duro de awọn. Titi di bi a ṣe n ko iroyin yii, awọn eeyan yii ko pada wa mọ pẹlu ọkada ti wọn gbe lọ. Ẹni to n ta ọkada ni Aliyu gbọdọ san owo ọkada naa tori pe wọn jọ waa ra a ni.","<think>

</think>

1",Qwen3-4B,1,4,0
25,"/no_think Tọ́kasí bóyá gbolohun ọrọ tó wà láàárín aami [PET_BOUNDARY] nínú ọ̀rọ̀ yii ni a lo ní ìlò àdàpe (euphemistic) tàbí kò rí bẹ́ẹ̀? Má ṣe fi ìdásílẹ̀ tàbí ìparí sínú ìdáhùn rẹ. Kàn dáhùn pẹ̀lú nọ́mbà 1 bí ó bá jẹ́ àdàpe, tàbí 0 bí kò bá rí bẹ́ẹ̀. Èyí ni ọrọ náà: 'Aare Buhari gba wọn ni imọran pe ""ko yẹ ki a gbagbe awọn ẹkọ pataki Ramadan, k [PET_BOUNDARY]Ibasepo[PET_BOUNDARY] po wa pẹlu awọn alaini ati awọn talaka to wa ni awujọ tesiwaju sii""'","Aare Buhari gba wọn ni imọran pe ""ko yẹ ki a gbagbe awọn ẹkọ pataki Ramadan, k [PET_BOUNDARY]Ibasepo[PET_BOUNDARY] po wa pẹlu awọn alaini ati awọn talaka to wa ni awujọ tesiwaju sii""","<think>

</think>

1",Qwen3-4B,1,4,0
26,"/no_think Tọ́kasí bóyá gbolohun ọrọ tó wà láàárín aami [PET_BOUNDARY] nínú ọ̀rọ̀ yii ni a lo ní ìlò àdàpe (euphemistic) tàbí kò rí bẹ́ẹ̀? Má ṣe fi ìdásílẹ̀ tàbí ìparí sínú ìdáhùn rẹ. Kàn dáhùn pẹ̀lú nọ́mbà 1 bí ó bá jẹ́ àdàpe, tàbí 0 bí kò bá rí bẹ́ẹ̀. Èyí ni ọrọ náà: 'Ìdí sì rèé ta ṣe máa ń naani àwọn ẹ̀yà àti [PET_BOUNDARY]Ojù ara[PET_BOUNDARY] a wa, kí wọ́n le wà ní mímọ toni toni.'","Ìdí sì rèé ta ṣe máa ń naani àwọn ẹ̀yà àti [PET_BOUNDARY]Ojù ara[PET_BOUNDARY] a wa, kí wọ́n le wà ní mímọ toni toni.","<think>

</think>

1",Qwen3-4B,1,4,1
27,"/no_think Tọ́kasí bóyá gbolohun ọrọ tó wà láàárín aami [PET_BOUNDARY] nínú ọ̀rọ̀ yii ni a lo ní ìlò àdàpe (euphemistic) tàbí kò rí bẹ́ẹ̀? Má ṣe fi ìdásílẹ̀ tàbí ìparí sínú ìdáhùn rẹ. Kàn dáhùn pẹ̀lú nọ́mbà 1 bí ó bá jẹ́ àdàpe, tàbí 0 bí kò bá rí bẹ́ẹ̀. Èyí ni ọrọ náà: '[PET_BOUNDARY]Àkàrà tu sépo[PET_BOUNDARY] . Ọwọ tí bá opurọ 😂'",[PET_BOUNDARY]Àkàrà tu sépo[PET_BOUNDARY] . Ọwọ tí bá opurọ 😂,"<think>

</think>

1",Qwen3-4B,1,4,1
