id,text,sentence,pet,label,category,euph_status,literal_translation,euphemistic_meaning,source
562,"Mo ni igbagbo wipe omo mi ati awon ore re ti o ti fi ipa ba lo po yio ni ilera okan laipe jojo Ohun ti o je ibanuje okan fun mi ni wipe ti a ba tile yanju re nisisiyi, ogunlogo oniruru odaran ati alaarun opolo bii tire si po yanturu lori [PET_BOUNDARY]erupe[PET_BOUNDARY] !.","Mo ni igbagbo wipe omo mi ati awon ore re ti o ti fi ipa ba lo po yio ni ilera okan laipe jojo Ohun ti o je ibanuje okan fun mi ni wipe ti a ba tile yanju re nisisiyi, ogunlogo oniruru odaran ati alaarun opolo bii tire si po yanturu lori [PET_BOUNDARY]erupe[PET_BOUNDARY] !.",dé rùpẹ́,0,Death,sometimes_euph,become dust,death,http://www.nairaland.com/48547/speak-yoruba-talk-it-here/3
563,A ti gba pe bi Olorun se fe ni yen pe Oun ni o n [PET_BOUNDARY]fun to si n gba[PET_BOUNDARY],A ti gba pe bi Olorun se fe ni yen pe Oun ni o n [PET_BOUNDARY]fun to si n gba[PET_BOUNDARY],Fun ni to si gba,1,Death,always_euph,Give and take,death,
564,"Iya ti lo o, Oluwa ni [PET_BOUNDARY]fun ni to n gba[PET_BOUNDARY]","Iya ti lo o, Oluwa ni [PET_BOUNDARY]fun ni to n gba[PET_BOUNDARY]",Fun ni to si gba,1,Death,always_euph,Give and take,death,
565,Olorun ni fi [PET_BOUNDARY]Fun ni to si gba[PET_BOUNDARY] pada,Olorun ni fi [PET_BOUNDARY]Fun ni to si gba[PET_BOUNDARY] pada,Fun ni to si gba,1,Death,always_euph,Give and take,death,a pragmatic analysis of selected yoruba euphemisms
566,"Baba ti rele, won ti [PET_BOUNDARY]rin ìrìn àjò[PET_BOUNDARY] o","Baba ti rele, won ti [PET_BOUNDARY]rin ìrìn àjò[PET_BOUNDARY] o",rin ìrìn àjò,1,Death,sometimes_euph,has gone on a journey,death,Iyanu
567,Baba ti [PET_BOUNDARY]rin ìrìn àjò[PET_BOUNDARY] pada sodo Oluwa,Baba ti [PET_BOUNDARY]rin ìrìn àjò[PET_BOUNDARY] pada sodo Oluwa,rin ìrìn àjò,1,Death,sometimes_euph,has gone on a journey,death,iyanu
568,Oba ti [PET_BOUNDARY]rin ìrìn àjò[PET_BOUNDARY] si orun o,Oba ti [PET_BOUNDARY]rin ìrìn àjò[PET_BOUNDARY] si orun o,rin ìrìn àjò,1,Death,sometimes_euph,has gone on a journey,death,
569,[PET_BOUNDARY]irin ajo[PET_BOUNDARY] losi ijoba orun,[PET_BOUNDARY]irin ajo[PET_BOUNDARY] losi ijoba orun,rin ìrìn àjò,1,Death,sometimes_euph,has gone on a journey,death,https://www.facebook.com/groups/431228325728548/
570,"Ìgbìmọ̀ amúṣẹ́ṣe ààrẹ lórí Covid-19 (PTF), ìyẹn ìgbìmọ náà wà fún sísọ ìlànà ètò ìjọba láti dẹ́kun ìtànkálẹ̀ ààrùn Covid-19, ti fí nọ́mbà ìwé ìrìnà ènìyàn ẹgbẹ̀rún ti kò tẹ̀lé ìlànà ìjọba lórí [PET_BOUNDARY]ìrìn àjò[PET_BOUNDARY]  síta.","Ìgbìmọ̀ amúṣẹ́ṣe ààrẹ lórí Covid-19 (PTF), ìyẹn ìgbìmọ náà wà fún sísọ ìlànà ètò ìjọba láti dẹ́kun ìtànkálẹ̀ ààrùn Covid-19, ti fí nọ́mbà ìwé ìrìnà ènìyàn ẹgbẹ̀rún ti kò tẹ̀lé ìlànà ìjọba lórí [PET_BOUNDARY]ìrìn àjò[PET_BOUNDARY]  síta.",rin ìrìn àjò,0,Death,sometimes_euph,has gone on a journey,death,https://www.bbc.com/yoruba/55513786
571,"Arakunrin Kan wa,, iranse Olorun ni, mo pade baba yi ni Ori oke Kan ti mo fi oruko bo ni asiri Iranse Olorun ti mo nso yi, aladura ni, sugbon bi iranse Olorun yi se ngbadura to, sugbon Kan nbe ninu aye won Sugbon ti nbe ninu aye iranse Olorun na ni, ogun Aini, ogun Aini yi ti Fe mu iranse Olorun na pada seyin A se bi iponju ba poju ninu [PET_BOUNDARY]irin ajo[PET_BOUNDARY] eda, a se o le mu ki eniyan so ogo nu","Arakunrin Kan wa,, iranse Olorun ni, mo pade baba yi ni Ori oke Kan ti mo fi oruko bo ni asiri Iranse Olorun ti mo nso yi, aladura ni, sugbon bi iranse Olorun yi se ngbadura to, sugbon Kan nbe ninu aye won Sugbon ti nbe ninu aye iranse Olorun na ni, ogun Aini, ogun Aini yi ti Fe mu iranse Olorun na pada seyin A se bi iponju ba poju ninu [PET_BOUNDARY]irin ajo[PET_BOUNDARY] eda, a se o le mu ki eniyan so ogo nu",rin ìrìn àjò,0,Death,sometimes_euph,has gone on a journey,death,https://www.facebook.com/groups/431228325728548/
572,Nítorí pé orúkọ Jesu ni ó mú wọn máa [PET_BOUNDARY]rin ìrìn àjò[PET_BOUNDARY] láì gba ohunkohun lọ́wọ́ àwọn alaigbagbọ.,Nítorí pé orúkọ Jesu ni ó mú wọn máa [PET_BOUNDARY]rin ìrìn àjò[PET_BOUNDARY] láì gba ohunkohun lọ́wọ́ àwọn alaigbagbọ.,rin ìrìn àjò,0,Death,sometimes_euph,has gone on a journey,death,3 John 1:7 Bibeli Yoruba
573,"Oṣù mẹ́fà gbáko ni wọ̀n kò fi ni le [PET_BOUNDARY]rìnrin ajo[PET_BOUNDARY] , bẹ̀rẹ̀ láti Ọjọ́ Kíní, Oṣù Kíní sí ọgbọ̀n ọjọ́, Oṣù kẹfà, ọdún 2021, èyí túmọ̀ sí pé, àwọn ènìyàn yìí kò ni lé kúro ni Nàìjíríà ní gbogbo àsìkò yìí","Oṣù mẹ́fà gbáko ni wọ̀n kò fi ni le [PET_BOUNDARY]rìnrin ajo[PET_BOUNDARY] , bẹ̀rẹ̀ láti Ọjọ́ Kíní, Oṣù Kíní sí ọgbọ̀n ọjọ́, Oṣù kẹfà, ọdún 2021, èyí túmọ̀ sí pé, àwọn ènìyàn yìí kò ni lé kúro ni Nàìjíríà ní gbogbo àsìkò yìí",rin ìrìn àjò,0,Death,sometimes_euph,has gone on a journey,death,https://www.bbc.com/yoruba/55513787
574,"Oju orun o ni ilekun oo Ogbe bi mejeeji, lai [PET_BOUNDARY]rin ìrìn àjò[PET_BOUNDARY] o O mu eda gba inu eda waiye Ibi emi ngba lo ba, eni kan o mo Ajulo o eni ti o wa o .","Oju orun o ni ilekun oo Ogbe bi mejeeji, lai [PET_BOUNDARY]rin ìrìn àjò[PET_BOUNDARY] o O mu eda gba inu eda waiye Ibi emi ngba lo ba, eni kan o mo Ajulo o eni ti o wa o .",rin ìrìn àjò,0,Death,sometimes_euph,has gone on a journey,death,Ni irin ajomi hymn song
575,"Bori pe'nle a di re o eh [PET_BOUNDARY]irin ajo[PET_BOUNDARY] omo adamo,","Bori pe'nle a di re o eh [PET_BOUNDARY]irin ajo[PET_BOUNDARY] omo adamo,",rin ìrìn àjò,0,Death,sometimes_euph,has gone on a journey,death,Olamide - Journey of a Thousand Miles Lyrics
576,"Àwọn mìíràn ti fi irú ìròrí báyìí wé tí Taliban. Ní ọdún 2021, Taliban ti ilẹ̀ Afghanistan ti fi òfin de àwọn obìnrin pé wọn ò gbọdọ̀ [PET_BOUNDARY]rin ìrìn àjò[PET_BOUNDARY] [PET_BOUNDARY] ìrìn àjò [PET_BOUNDARY]  tó jù ibùsọ̀ 72 lọ.","Àwọn mìíràn ti fi irú ìròrí báyìí wé tí Taliban. Ní ọdún 2021, Taliban ti ilẹ̀ Afghanistan ti fi òfin de àwọn obìnrin pé wọn ò gbọdọ̀ [PET_BOUNDARY]rin ìrìn àjò[PET_BOUNDARY] [PET_BOUNDARY] ìrìn àjò [PET_BOUNDARY]  tó jù ibùsọ̀ 72 lọ.",rin ìrìn àjò,0,Death,sometimes_euph,has gone on a journey,death,https://yo.globalvoices.org/2023/01/11/1145/
577,Ààrẹ Muhamadu Buhari ti [PET_BOUNDARY]rìnrìn àjò[PET_BOUNDARY] lọ sí Daura ní ọjọ́ kọkànla ọsu kejila ọdun 2020. Lásìkò yìí ni àwọn jànduku yabo ilé Ẹ̀kọ́ GSSS Kankara ti wọ́n sì jí akẹ́kọ̀ọ́ ọkunrin ọ̀ọ́dúnrún gbé ti wọn si túwọn sì padà lẹ́yìn ọjọ́ mẹ́fà nínú igbó kan ní ìpínlẹ̀ Zamfara,Ààrẹ Muhamadu Buhari ti [PET_BOUNDARY]rìnrìn àjò[PET_BOUNDARY] lọ sí Daura ní ọjọ́ kọkànla ọsu kejila ọdun 2020. Lásìkò yìí ni àwọn jànduku yabo ilé Ẹ̀kọ́ GSSS Kankara ti wọ́n sì jí akẹ́kọ̀ọ́ ọkunrin ọ̀ọ́dúnrún gbé ti wọn si túwọn sì padà lẹ́yìn ọjọ́ mẹ́fà nínú igbó kan ní ìpínlẹ̀ Zamfara,rin ìrìn àjò,0,Death,sometimes_euph,has gone on a journey,death,https://www.bbc.com/yoruba/media-55865112
578,Wo ìgbà mẹ́fà tí Buhari [PET_BOUNDARY]rìnrin àjò[PET_BOUNDARY]  lọ sókè òkun fún ìtọ́jú ara rẹ̀,Wo ìgbà mẹ́fà tí Buhari [PET_BOUNDARY]rìnrin àjò[PET_BOUNDARY]  lọ sókè òkun fún ìtọ́jú ara rẹ̀,rin ìrìn àjò,0,Death,sometimes_euph,has gone on a journey,death,https://www.bbc.com/yoruba/afrika-56548139
579,Awọn orin Titun- [PET_BOUNDARY]irin-ajo[PET_BOUNDARY] ti Ọrun ti O dara julọ,Awọn orin Titun- [PET_BOUNDARY]irin-ajo[PET_BOUNDARY] ti Ọrun ti O dara julọ,rin ìrìn àjò,0,Death,sometimes_euph,has gone on a journey,death,https://yo.eferrit.com/awon-orin-titun-irin-ajo-ti-orun-ti-o-dara-julo/
580,"""Eri daju pe Eisa [PET_BOUNDARY]rin ìrìn àjò[PET_BOUNDARY] o lo si Kashmir.","""Eri daju pe Eisa [PET_BOUNDARY]rin ìrìn àjò[PET_BOUNDARY] o lo si Kashmir.",rin ìrìn àjò,0,Death,sometimes_euph,has gone on a journey,death,http://www.anti-el7ad.com/site/play-13183.html
581,Atẹjade lati ileeṣẹ ijọba ṣalaye pe ọrọ ara Buhari lo mu gunle [PET_BOUNDARY]irinajo[PET_BOUNDARY] naa. O pada si Naijiria lati [PET_BOUNDARY] irinajo [PET_BOUNDARY] naa lọjọ kẹwaa oṣu keji ọdun 2016.,Atẹjade lati ileeṣẹ ijọba ṣalaye pe ọrọ ara Buhari lo mu gunle [PET_BOUNDARY]irinajo[PET_BOUNDARY] naa. O pada si Naijiria lati [PET_BOUNDARY] irinajo [PET_BOUNDARY] naa lọjọ kẹwaa oṣu keji ọdun 2016.,rin ìrìn àjò,0,Death,sometimes_euph,has gone on a journey,death,https://www.bbc.com/yoruba/afrika-56548140
582,"Ti o ba la ala wipe o wo akisa aso lo si arin oja gbogbo awon to wa ni oja bere si ni wo o ma beru iya to ye ko je o loju aye ni o ti je e loju ala e yen, lehin ala yi igbega ni fun o. Ti o ba la ala wipe o nba oko oju om [PET_BOUNDARY]rin ìrìn àjò[PET_BOUNDARY] jo , oko oju omi na bere si ni ri ala to lewu ni awon Aje fe gbe owo le oja tabi okoowo re sora ki o kun fun opolopo adura ki ijakule ma ba ba o. Sugbon awon Aje funfun ni tiwon eni ti won ba ba eleda re pade lasiko ti Aje dudu tabi Aje pupa ba nse won sakasaka, iru eni be a ri itusile lasiko naa.","Ti o ba la ala wipe o wo akisa aso lo si arin oja gbogbo awon to wa ni oja bere si ni wo o ma beru iya to ye ko je o loju aye ni o ti je e loju ala e yen, lehin ala yi igbega ni fun o. Ti o ba la ala wipe o nba oko oju om [PET_BOUNDARY]rin ìrìn àjò[PET_BOUNDARY] jo , oko oju omi na bere si ni ri ala to lewu ni awon Aje fe gbe owo le oja tabi okoowo re sora ki o kun fun opolopo adura ki ijakule ma ba ba o. Sugbon awon Aje funfun ni tiwon eni ti won ba ba eleda re pade lasiko ti Aje dudu tabi Aje pupa ba nse won sakasaka, iru eni be a ri itusile lasiko naa.",rin ìrìn àjò,0,Death,sometimes_euph,has gone on a journey,death,http://www.akedeoduduwaonline.com/asa.html
583,"Ìgbìmọ̀ PTF fikuN pé àwọn ti fi ọ̀rọ̀ náà tó àwọn ti ọ̀rọ̀ kàn létí, àti pé wọ́n kò ni le fi ìwé ìrì [PET_BOUNDARY]rin ìrìn àjò[PET_BOUNDARY] rìn àjò lọ sí orílẹ̀-èdè Nàìjíríà.","Ìgbìmọ̀ PTF fikuN pé àwọn ti fi ọ̀rọ̀ náà tó àwọn ti ọ̀rọ̀ kàn létí, àti pé wọ́n kò ni le fi ìwé ìrì [PET_BOUNDARY]rin ìrìn àjò[PET_BOUNDARY] rìn àjò lọ sí orílẹ̀-èdè Nàìjíríà.",rin ìrìn àjò,0,Death,sometimes_euph,has gone on a journey,death,https://www.bbc.com/yoruba/55513788
584,Ààrẹ Muhammadu Buhari yóò rìn [PET_BOUNDARY]ìrìnàjo[PET_BOUNDARY]  lọ́ sí Dubai lónìí.,Ààrẹ Muhammadu Buhari yóò rìn [PET_BOUNDARY]ìrìnàjo[PET_BOUNDARY]  lọ́ sí Dubai lónìí.,rin ìrìn àjò,0,Death,sometimes_euph,has gone on a journey,death,bbc
585,O [PET_BOUNDARY]rin ìrìn àjò[PET_BOUNDARY] to po nilu Inde to fi nsiso lori iro Jamaa Ahmadiyya.,O [PET_BOUNDARY]rin ìrìn àjò[PET_BOUNDARY] to po nilu Inde to fi nsiso lori iro Jamaa Ahmadiyya.,rin ìrìn àjò,0,Death,sometimes_euph,has gone on a journey,death,http://www.anti-el7ad.com/site/print.php?id=13190
586,"Fátíwà ẹ̀ka náà tó ṣẹ̀ṣẹ̀ jáde nípa gbèdéke lórí [PET_BOUNDARY]ìrìn àjò[PET_BOUNDARY]  ni ó ti fa ọ̀pọ̀lọpọ̀ awuyewuye. Akọ̀ròyìn Bulent Mumay ló fi léde lórí Twitter rẹ̀ pé òfin ìrìnnà tuntun náà kò tilẹ̀ fẹ́ dí ìyàwó Erbaş [PET_BOUNDARY] rin ìrìn àjò [PET_BOUNDARY] rin [PET_BOUNDARY] ìrìn àjò [PET_BOUNDARY]  káàkiri ilẹ̀ Turkey láì ṣe pé ọkọ rẹ̀ tẹ̀lé e. Akọ̀wé Yilmaz Özdil bu ẹnu àtẹ́ lu ẹ̀ka náà pé wọn ò ní ìmọ̀ tó kún nínú àròkọ rẹ̀, ó kọ, “àfi ìgbà tó dí bí i ọdún 200 sẹ́yìn, kò sí ohun tí ó ń jẹ́ ìwọ̀n ibùsọ̀.","Fátíwà ẹ̀ka náà tó ṣẹ̀ṣẹ̀ jáde nípa gbèdéke lórí [PET_BOUNDARY]ìrìn àjò[PET_BOUNDARY]  ni ó ti fa ọ̀pọ̀lọpọ̀ awuyewuye. Akọ̀ròyìn Bulent Mumay ló fi léde lórí Twitter rẹ̀ pé òfin ìrìnnà tuntun náà kò tilẹ̀ fẹ́ dí ìyàwó Erbaş [PET_BOUNDARY] rin ìrìn àjò [PET_BOUNDARY] rin [PET_BOUNDARY] ìrìn àjò [PET_BOUNDARY]  káàkiri ilẹ̀ Turkey láì ṣe pé ọkọ rẹ̀ tẹ̀lé e. Akọ̀wé Yilmaz Özdil bu ẹnu àtẹ́ lu ẹ̀ka náà pé wọn ò ní ìmọ̀ tó kún nínú àròkọ rẹ̀, ó kọ, “àfi ìgbà tó dí bí i ọdún 200 sẹ́yìn, kò sí ohun tí ó ń jẹ́ ìwọ̀n ibùsọ̀.",rin ìrìn àjò,0,Death,sometimes_euph,has gone on a journey,death,https://yo.globalvoices.org/2023/01/11/1145/
587,[PET_BOUNDARY]irin ajo[PET_BOUNDARY] Sorun Ko Rorun,[PET_BOUNDARY]irin ajo[PET_BOUNDARY] Sorun Ko Rorun,rin ìrìn àjò,0,Death,sometimes_euph,has gone on a journey,death,#NAME?
588,Aarẹ [PET_BOUNDARY]rinrin ajo[PET_BOUNDARY] naa lati lọ gba itọju fun agọ ara rẹ.,Aarẹ [PET_BOUNDARY]rinrin ajo[PET_BOUNDARY] naa lati lọ gba itọju fun agọ ara rẹ.,rin ìrìn àjò,0,Death,sometimes_euph,has gone on a journey,death,https://www.bbc.com/yoruba/afrika-56548142
589,Ààrẹ Muhammadu tún ti [PET_BOUNDARY]rìnrìn àjò[PET_BOUNDARY] lọ sí Daura,Ààrẹ Muhammadu tún ti [PET_BOUNDARY]rìnrìn àjò[PET_BOUNDARY] lọ sí Daura,rin ìrìn àjò,0,Death,sometimes_euph,has gone on a journey,death,https://www.bbc.com/yoruba/media-55865110
590,"Won ba mu [PET_BOUNDARY]irin ajo[PET_BOUNDARY] won gbon,","Won ba mu [PET_BOUNDARY]irin ajo[PET_BOUNDARY] won gbon,",rin ìrìn àjò,0,Death,sometimes_euph,has gone on a journey,death,"Ebenezer Obey - The Horse, the Man & the Son"
591,Ààrẹ Buhari Muhammadu tú ti [PET_BOUNDARY]rin ìrìn àjò[PET_BOUNDARY] ọlọ́jọ́ mẹ́rin lọ sí Daura ní ìpínlẹ̀ Katsina tó jẹ́ ìlú abínibi rẹ̀.,Ààrẹ Buhari Muhammadu tú ti [PET_BOUNDARY]rin ìrìn àjò[PET_BOUNDARY] ọlọ́jọ́ mẹ́rin lọ sí Daura ní ìpínlẹ̀ Katsina tó jẹ́ ìlú abínibi rẹ̀.,rin ìrìn àjò,0,Death,sometimes_euph,has gone on a journey,death,https://www.bbc.com/yoruba/media-55865111
592,Iroyin to jade lati ileeṣẹ ṣalaye pe itọju ara lo mu ki Buhari [PET_BOUNDARY]rinrin ajo[PET_BOUNDARY] lọ si ilẹ okeere. Ọjọ kọkanla oṣu karun ọdun 2018 ni Buhari pada si Naijiria lẹyin to gba itọju tan niluu London.,Iroyin to jade lati ileeṣẹ ṣalaye pe itọju ara lo mu ki Buhari [PET_BOUNDARY]rinrin ajo[PET_BOUNDARY] lọ si ilẹ okeere. Ọjọ kọkanla oṣu karun ọdun 2018 ni Buhari pada si Naijiria lẹyin to gba itọju tan niluu London.,rin ìrìn àjò,0,Death,sometimes_euph,has gone on a journey,death,https://www.bbc.com/yoruba/afrika-56548143
593,"Nígbà tí ó ń sọ̀rọ̀ lórí ìkànnì Diyanet TV, ẹni tí ó jẹ́ olùdámọ̀ràn fún Ìjọba àpapọ̀ lórí ọ̀rọ̀ ẹ̀sìn, Zeki Sayar, sọ ọ̀rọ̀ tí ó dá awuyewuye kan sílẹ̀, “àyàfi bí àwọn ọkọ tàbí àwọn ọmọkùnrin wọn bá tẹ̀lé wọn, kò bój [PET_BOUNDARY]rin ìrìn àjò[PET_BOUNDARY] ọ́n dá rin [PET_BOUNDARY] ìrìn àjò [PET_BOUNDARY]  tó bá ti ju ibùsọ̀ 9 lọ”. Òun nìkan sì kọ́ ni fátíwà àkọ́kọ́ tí àjọ tí ó ń rí sí ọ̀rọ̀ ẹ̀sìn ní ìlú Turkey ti fún-un-gun mọ́ àwọn obìnrin àti òmìnira wọn.","Nígbà tí ó ń sọ̀rọ̀ lórí ìkànnì Diyanet TV, ẹni tí ó jẹ́ olùdámọ̀ràn fún Ìjọba àpapọ̀ lórí ọ̀rọ̀ ẹ̀sìn, Zeki Sayar, sọ ọ̀rọ̀ tí ó dá awuyewuye kan sílẹ̀, “àyàfi bí àwọn ọkọ tàbí àwọn ọmọkùnrin wọn bá tẹ̀lé wọn, kò bój [PET_BOUNDARY]rin ìrìn àjò[PET_BOUNDARY] ọ́n dá rin [PET_BOUNDARY] ìrìn àjò [PET_BOUNDARY]  tó bá ti ju ibùsọ̀ 9 lọ”. Òun nìkan sì kọ́ ni fátíwà àkọ́kọ́ tí àjọ tí ó ń rí sí ọ̀rọ̀ ẹ̀sìn ní ìlú Turkey ti fún-un-gun mọ́ àwọn obìnrin àti òmìnira wọn.",rin ìrìn àjò,0,Death,sometimes_euph,has gone on a journey,death,https://yo.globalvoices.org/2023/01/11/1145/
594,Àjọ tí ó ń rí sí ọ̀rọ̀ ẹ̀sìn ní Turkey ní àwọn obìnrin ò le dá nìk [PET_BOUNDARY]rin ìrìn àjò[PET_BOUNDARY] àjò,Àjọ tí ó ń rí sí ọ̀rọ̀ ẹ̀sìn ní Turkey ní àwọn obìnrin ò le dá nìk [PET_BOUNDARY]rin ìrìn àjò[PET_BOUNDARY] àjò,rin ìrìn àjò,0,Death,sometimes_euph,has gone on a journey,death,https://yo.globalvoices.org/2023/01/11/1145/
595,"orun nile, [PET_BOUNDARY]irin ajo[PET_BOUNDARY] nile aiye.","orun nile, [PET_BOUNDARY]irin ajo[PET_BOUNDARY] nile aiye.",rin ìrìn àjò,0,Death,sometimes_euph,has gone on a journey,death,
596,Ó ní àwọn ọgọ́rùn náà ni wọ́n kọ̀ láti tẹ̀lé òfín [PET_BOUNDARY]ìrìn àjò[PET_BOUNDARY]  láti ilẹ̀ òkèrè pàápàá jùlọ láti lo oṣẹ̀ kan lẹ́yin ti wọ́n ṣe àyẹwo Covid -19 ki wọ́n tó rìnrìn àjò.,Ó ní àwọn ọgọ́rùn náà ni wọ́n kọ̀ láti tẹ̀lé òfín [PET_BOUNDARY]ìrìn àjò[PET_BOUNDARY]  láti ilẹ̀ òkèrè pàápàá jùlọ láti lo oṣẹ̀ kan lẹ́yin ti wọ́n ṣe àyẹwo Covid -19 ki wọ́n tó rìnrìn àjò.,rin ìrìn àjò,0,Death,sometimes_euph,has gone on a journey,death,https://www.bbc.com/yoruba/55513786
597,Ileeṣẹ aarẹ sọ pe itọju ara rẹ lo mu ki aarẹ Buhari gunle [PET_BOUNDARY]irinajo[PET_BOUNDARY] ọhun si ilu Oba.,Ileeṣẹ aarẹ sọ pe itọju ara rẹ lo mu ki aarẹ Buhari gunle [PET_BOUNDARY]irinajo[PET_BOUNDARY] ọhun si ilu Oba.,rin ìrìn àjò,0,Death,sometimes_euph,has gone on a journey,death,https://www.bbc.com/yoruba/afrika-56548141
598,"Ileeṣẹ ijọba loju opo Twitter wọn ni Ọjọ Iṣẹgun, Ọgbọnjọ Oṣu Kẹta, ọdun 2021 ni aarẹ Buhari yoo ma a rin [PET_BOUNDARY]irinajo[PET_BOUNDARY] naa","Ileeṣẹ ijọba loju opo Twitter wọn ni Ọjọ Iṣẹgun, Ọgbọnjọ Oṣu Kẹta, ọdun 2021 ni aarẹ Buhari yoo ma a rin [PET_BOUNDARY]irinajo[PET_BOUNDARY] naa",rin ìrìn àjò,0,Death,sometimes_euph,has gone on a journey,death,https://www.bbc.com/yoruba/afrika-56548144
599,"Nitori wipe orisirisi awon eniyan lowa, to ba kan so fun elomiran wipe lagbaja ku, ole fainti, amo ni ile Yoruba, adape oro noni wipe eni [PET_BOUNDARY]Pa ipo da[PET_BOUNDARY] o da.","Nitori wipe orisirisi awon eniyan lowa, to ba kan so fun elomiran wipe lagbaja ku, ole fainti, amo ni ile Yoruba, adape oro noni wipe eni [PET_BOUNDARY]Pa ipo da[PET_BOUNDARY] o da.",Pa ipo da,0,Death,sometimes_euph,changed position,death,https://kubanni-backend.abu.edu.ng/server/api/core/bitstreams/cf4a6c8e-c08d-4e6b-9c9e-556d3d619739/content
600,"Púpọ̀ ènìyàn ni yóò di àmùrè láti ṣe ohun akíkanjú láyé kí àwọn náà tó [PET_BOUNDARY]papò dà[PET_BOUNDARY], bí wọ́n bá ti gbọ́ nǹkan akíkanjú tí ọdẹ tí ó kú ti ṣe tí a fi ń ṣe","Púpọ̀ ènìyàn ni yóò di àmùrè láti ṣe ohun akíkanjú láyé kí àwọn náà tó [PET_BOUNDARY]papò dà[PET_BOUNDARY], bí wọ́n bá ti gbọ́ nǹkan akíkanjú tí ọdẹ tí ó kú ti ṣe tí a fi ń ṣe",pa ipò dá,1,Death,sometimes_euph,changed position,death,https://waeconline.org.ng/e-learning/Yoruba/Yor227aq8.html
601,"Erin wó! Taiwo Ogunjobi d'olóògbé. Ìròyìn tó ń tẹ̀ wa lọ́wọ́sọ́wọ́ ní wí pé Akọ̀wé ẹgbẹ́ agbábọ́ọ̀lù Nàìjíríà tẹ́lẹ̀rí, Taiwo Ogunjobi ti [PET_BOUNDARY]papò dà[PET_BOUNDARY].","Erin wó! Taiwo Ogunjobi d'olóògbé. Ìròyìn tó ń tẹ̀ wa lọ́wọ́sọ́wọ́ ní wí pé Akọ̀wé ẹgbẹ́ agbábọ́ọ̀lù Nàìjíríà tẹ́lẹ̀rí, Taiwo Ogunjobi ti [PET_BOUNDARY]papò dà[PET_BOUNDARY].",pa ipò dá,1,Death,sometimes_euph,changed position,death,bbc
602,ACF Gbóríyìn Fún Olúbádàn Tí Ó [PET_BOUNDARY]Papò Dà[PET_BOUNDARY],ACF Gbóríyìn Fún Olúbádàn Tí Ó [PET_BOUNDARY]Papò Dà[PET_BOUNDARY],pa ipò dá,1,Death,sometimes_euph,changed position,death,https://yoruba.von.gov.ng/2022/01/03/acf-gboriyin-fun-olubadan-ti-o-papo-da/
603,"Ilu Ijẹru, lo wa niluu Ogbomọṣọ, nijọba ibilẹ Guusu Ogbomọṣọ (Ogbomọṣọ South), nipinlẹ Ọyọ. [PET_BOUNDARY]ipapoda[PET_BOUNDARY] ọba yii waye lọjọ kẹrinla ti Alaafin Ọyọ, Ọba Lamidi Adeyẹmi, wọ kaa ilẹ lọ. Lati ọjọ ti iku ti mu Ọba Adeyẹmi re ibugbe ayeraye lawọn eeyan ti n pakiyesi ara wọn si bi iku awọn ori ade ṣe n waye leralera lẹnu lọọlọọ yii.","Ilu Ijẹru, lo wa niluu Ogbomọṣọ, nijọba ibilẹ Guusu Ogbomọṣọ (Ogbomọṣọ South), nipinlẹ Ọyọ. [PET_BOUNDARY]ipapoda[PET_BOUNDARY] ọba yii waye lọjọ kẹrinla ti Alaafin Ọyọ, Ọba Lamidi Adeyẹmi, wọ kaa ilẹ lọ. Lati ọjọ ti iku ti mu Ọba Adeyẹmi re ibugbe ayeraye lawọn eeyan ti n pakiyesi ara wọn si bi iku awọn ori ade ṣe n waye leralera lẹnu lọọlọọ yii.",pa ipò dá,1,Death,sometimes_euph,changed position,death,https://alaroye.org/leyin-ojo-merinla-ti-alaafin-waja-onijeru-tile-ijeru-naa-tun-papoda/
